num_of_rooms,city,year,quarter,district,num_of_transactions,avg_price
5.5-6,Kfar Saba,2022,3,Center,7,4702.9
1-2,Kfar Saba,2022,4,Center,1,-
2.5-3,Kfar Saba,2022,4,Center,21,2268
3.5-4,Kfar Saba,2022,4,Center,50,2867.3
4.5-5,Kfar Saba,2022,4,Center,17,3764.8
5.5-6,Kfar Saba,2022,4,Center,6,3750
1-2,Kfar Saba,2023,1,Center,1,-
2.5-3,Kfar Saba,2023,1,Center,21,2268
3.5-4,Kfar Saba,2023,1,Center,50,2867.3
4.5-5,Kfar Saba,2023,1,Center,17,3764.8
5.5-6,Kfar Saba,2023,1,Center,6,3750
1-2,Kfar Saba,2023,2,Center,7,1733.4
2.5-3,Kfar Saba,2023,2,Center,20,2191.6
3.5-4,Kfar Saba,2023,2,Center,49,2830.9
4.5-5,Kfar Saba,2023,2,Center,20,3665.5
5.5-6,Kfar Saba,2023,2,Center,9,5368.9
1-2,Kfar Saba,2023,3,Center,6,1807.5
2.5-3,Kfar Saba,2023,3,Center,17,1957.1
3.5-4,Kfar Saba,2023,3,Center,57,2841.7
4.5-5,Kfar Saba,2023,3,Center,25,3253.5
5.5-6,Kfar Saba,2023,3,Center,7,4221.4
1-2,Kfar Saba,2023,4,Center,2,-
2.5-3,Kfar Saba,2023,4,Center,17,2144.6
3.5-4,Kfar Saba,2023,4,Center,44,2887.3
4.5-5,Kfar Saba,2023,4,Center,11,3484.1
5.5-6,Kfar Saba,2023,4,Center,4,-
1-2,Natanya,2019,1,North,31,977.3
2.5-3,Natanya,2019,1,North,139,1290.4
3.5-4,Natanya,2019,1,North,163,1804.3
4.5-5,Natanya,2019,1,North,144,2292.2
5.5-6,Natanya,2019,1,North,13,2501.7
1-2,Natanya,2019,2,North,19,966.1
2.5-3,Natanya,2019,2,North,126,1231.9
3.5-4,Natanya,2019,2,North,177,1745.4
4.5-5,Natanya,2019,2,North,147,2261.3
5.5-6,Natanya,2019,2,North,12,2239.3
1-2,Natanya,2019,3,North,40,892.5
2.5-3,Natanya,2019,3,North,153,1283.2
3.5-4,Natanya,2019,3,North,190,1771.4
4.5-5,Natanya,2019,3,North,176,2289.1
5.5-6,Natanya,2019,3,North,33,2414.6
1-2,Natanya,2019,4,North,31,910.5
2.5-3,Natanya,2019,4,North,143,1221.9
3.5-4,Natanya,2019,4,North,296,1593.9
4.5-5,Natanya,2019,4,North,179,2135.4
5.5-6,Natanya,2019,4,North,20,2403.9
1-2,Natanya,2020,1,North,38,933.1
2.5-3,Natanya,2020,1,North,149,1248.6
3.5-4,Natanya,2020,1,North,278,1630.1
4.5-5,Natanya,2020,1,North,227,2046.9
5.5-6,Natanya,2020,1,North,43,2117.9
1-2,Natanya,2020,2,North,17,878.4
2.5-3,Natanya,2020,2,North,117,1239.3
3.5-4,Natanya,2020,2,North,130,1727.8
4.5-5,Natanya,2020,2,North,108,2140.9
5.5-6,Natanya,2020,2,North,28,1916
1-2,Natanya,2020,3,North,21,992.5
2.5-3,Natanya,2020,3,North,175,1160.4
3.5-4,Natanya,2020,3,North,277,1703.2
4.5-5,Natanya,2020,3,North,264,2100.8
5.5-6,Natanya,2020,3,North,42,2054.6
1-2,Natanya,2020,4,North,21,898.8
2.5-3,Natanya,2020,4,North,129,1238.7
3.5-4,Natanya,2020,4,North,201,1838
4.5-5,Natanya,2020,4,North,244,2130.5
5.5-6,Natanya,2020,4,North,48,1963.2
1-2,Natanya,2021,1,North,37,1014.8
2.5-3,Natanya,2021,1,North,183,1251.6
3.5-4,Natanya,2021,1,North,266,1868.9
4.5-5,Natanya,2021,1,North,264,2461.7
5.5-6,Natanya,2021,1,North,22,2603.1
1-2,Natanya,2021,2,North,41,879.7
2.5-3,Natanya,2021,2,North,173,1282
3.5-4,Natanya,2021,2,North,324,1893.6
4.5-5,Natanya,2021,2,North,242,2525.1
5.5-6,Natanya,2021,2,North,17,3307.6
1-2,Natanya,2021,3,North,37,991
2.5-3,Natanya,2021,3,North,154,1362.9
3.5-4,Natanya,2021,3,North,299,2203.4
4.5-5,Natanya,2021,3,North,268,2787.6
5.5-6,Natanya,2021,3,North,42,5356.5
1-2,Natanya,2021,4,North,39,1074
2.5-3,Natanya,2021,4,North,206,1376
3.5-4,Natanya,2021,4,North,350,2053.8
4.5-5,Natanya,2021,4,North,312,2780.7
5.5-6,Natanya,2021,4,North,16,3322
1-2,Natanya,2022,1,North,29,997.7
2.5-3,Natanya,2022,1,North,222,1449
3.5-4,Natanya,2022,1,North,339,2204.3
4.5-5,Natanya,2022,1,North,375,2866.8
5.5-6,Natanya,2022,1,North,33,3450.5
1-2,Natanya,2022,2,North,37,1087.3
2.5-3,Natanya,2022,2,North,303,1581.2
3.5-4,Natanya,2022,2,North,358,2240.4
4.5-5,Natanya,2022,2,North,257,2990.7
5.5-6,Natanya,2022,2,North,72,2814.1
1-2,Natanya,2022,3,North,35,1087.3
2.5-3,Natanya,2022,3,North,193,1620.1
3.5-4,Natanya,2022,3,North,322,2219.3
4.5-5,Natanya,2022,3,North,208,3324.1
5.5-6,Natanya,2022,3,North,24,3422.6
1-2,Natanya,2022,4,North,24,1294.4
2.5-3,Natanya,2022,4,North,112,1704
3.5-4,Natanya,2022,4,North,209,2513.8
4.5-5,Natanya,2022,4,North,214,3298.9
5.5-6,Natanya,2022,4,North,6,4451.4
1-2,Natanya,2023,1,North,17,1346.3
2.5-3,Natanya,2023,1,North,109,1914.3
3.5-4,Natanya,2023,1,North,186,2483.4
4.5-5,Natanya,2023,1,North,168,3269.4
5.5-6,Natanya,2023,1,North,19,3873.7
1-2,Natanya,2023,2,North,18,1208.3
2.5-3,Natanya,2023,2,North,104,1790
3.5-4,Natanya,2023,2,North,190,2390.3
4.5-5,Natanya,2023,2,North,149,3257
5.5-6,Natanya,2023,2,North,9,3963.4
1-2,Natanya,2023,3,North,15,1111.3
2.5-3,Natanya,2023,3,North,110,1787.2
3.5-4,Natanya,2023,3,North,149,2374.7
4.5-5,Natanya,2023,3,North,175,3203.2
5.5-6,Natanya,2023,3,North,10,4562.1
1-2,Natanya,2023,4,North,11,997.5
2.5-3,Natanya,2023,4,North,76,1891
3.5-4,Natanya,2023,4,North,104,2468.7
4.5-5,Natanya,2023,4,North,105,3448.7
5.5-6,Natanya,2023,4,North,20,4088.9
1-2,Petah Tikva,2019,1,Center,27,924.3
2.5-3,Petah Tikva,2019,1,Center,206,1291.9
3.5-4,Petah Tikva,2019,1,Center,267,1640.4
4.5-5,Petah Tikva,2019,1,Center,161,2204.4
5.5-6,Petah Tikva,2019,1,Center,78,2709.6
1-2,Petah Tikva,2019,2,Center,25,1015.9
2.5-3,Petah Tikva,2019,2,Center,174,1266.4
3.5-4,Petah Tikva,2019,2,Center,279,1755.2
4.5-5,Petah Tikva,2019,2,Center,169,2227.7
5.5-6,Petah Tikva,2019,2,Center,65,2701.7
1-2,Petah Tikva,2019,3,Center,30,996.5
2.5-3,Petah Tikva,2019,3,Center,191,1266.8
3.5-4,Petah Tikva,2019,3,Center,270,1741.2
4.5-5,Petah Tikva,2019,3,Center,143,2141.7
5.5-6,Petah Tikva,2019,3,Center,71,2674.9
1-2,Petah Tikva,2019,4,Center,31,987.3
2.5-3,Petah Tikva,2019,4,Center,168,1295.2
3.5-4,Petah Tikva,2019,4,Center,244,1728.7
4.5-5,Petah Tikva,2019,4,Center,137,2293.3
5.5-6,Petah Tikva,2019,4,Center,69,2688.1
1-2,Petah Tikva,2020,1,Center,32,1086.5
2.5-3,Petah Tikva,2020,1,Center,189,1288.3
3.5-4,Petah Tikva,2020,1,Center,258,1752.2
4.5-5,Petah Tikva,2020,1,Center,158,2194.1
5.5-6,Petah Tikva,2020,1,Center,41,2766.7
1-2,Petah Tikva,2020,2,Center,16,1061.6
2.5-3,Petah Tikva,2020,2,Center,120,1304.3
3.5-4,Petah Tikva,2020,2,Center,168,1776.2
4.5-5,Petah Tikva,2020,2,Center,97,2298.3
5.5-6,Petah Tikva,2020,2,Center,45,2793.6
1-2,Petah Tikva,2020,3,Center,31,1005.2
2.5-3,Petah Tikva,2020,3,Center,154,1369.7
3.5-4,Petah Tikva,2020,3,Center,219,1711.9
4.5-5,Petah Tikva,2020,3,Center,105,2193.9
5.5-6,Petah Tikva,2020,3,Center,49,2808
1-2,Petah Tikva,2020,4,Center,34,1021.9
2.5-3,Petah Tikva,2020,4,Center,185,1363.9
3.5-4,Petah Tikva,2020,4,Center,273,1769.8
4.5-5,Petah Tikva,2020,4,Center,157,2330.2
5.5-6,Petah Tikva,2020,4,Center,56,2837.7
1-2,Petah Tikva,2021,1,Center,48,1119.5
2.5-3,Petah Tikva,2021,1,Center,280,1371
3.5-4,Petah Tikva,2021,1,Center,288,1804.4
4.5-5,Petah Tikva,2021,1,Center,194,2363.3
5.5-6,Petah Tikva,2021,1,Center,75,2984
1-2,Petah Tikva,2021,2,Center,56,1122.2
2.5-3,Petah Tikva,2021,2,Center,294,1322.6
3.5-4,Petah Tikva,2021,2,Center,297,1817
4.5-5,Petah Tikva,2021,2,Center,155,2351.7
5.5-6,Petah Tikva,2021,2,Center,68,2936.5
1-2,Petah Tikva,2021,3,Center,42,1129.3
2.5-3,Petah Tikva,2021,3,Center,243,1411.8
3.5-4,Petah Tikva,2021,3,Center,248,1805.8
4.5-5,Petah Tikva,2021,3,Center,115,2452.3
5.5-6,Petah Tikva,2021,3,Center,46,3070.4
1-2,Petah Tikva,2021,4,Center,49,1215.2
2.5-3,Petah Tikva,2021,4,Center,294,1450.5
3.5-4,Petah Tikva,2021,4,Center,307,1878.3
4.5-5,Petah Tikva,2021,4,Center,167,2461.8
5.5-6,Petah Tikva,2021,4,Center,44,3252.5
1-2,Petah Tikva,2022,1,Center,35,1154.3
2.5-3,Petah Tikva,2022,1,Center,243,1584.4
3.5-4,Petah Tikva,2022,1,Center,307,2112
4.5-5,Petah Tikva,2022,1,Center,147,2707.6
5.5-6,Petah Tikva,2022,1,Center,42,3348.9
1-2,Petah Tikva,2022,2,Center,32,1188.1
2.5-3,Petah Tikva,2022,2,Center,172,1639.4
3.5-4,Petah Tikva,2022,2,Center,271,2257.2
4.5-5,Petah Tikva,2022,2,Center,150,2731.1
5.5-6,Petah Tikva,2022,2,Center,44,3709.9
1-2,Petah Tikva,2022,3,Center,27,1222.5
2.5-3,Petah Tikva,2022,3,Center,144,1644.1
3.5-4,Petah Tikva,2022,3,Center,181,2361
4.5-5,Petah Tikva,2022,3,Center,84,2992.7
5.5-6,Petah Tikva,2022,3,Center,26,3686.7
1-2,Petah Tikva,2022,4,Center,15,1148.1
2.5-3,Petah Tikva,2022,4,Center,150,1813.5
3.5-4,Petah Tikva,2022,4,Center,195,2392.7
4.5-5,Petah Tikva,2022,4,Center,88,2950.9
5.5-6,Petah Tikva,2022,4,Center,22,3882.3
1-2,Petah Tikva,2023,1,Center,17,1285.7
2.5-3,Petah Tikva,2023,1,Center,154,1831.5
3.5-4,Petah Tikva,2023,1,Center,183,2367.6
4.5-5,Petah Tikva,2023,1,Center,137,2947.1
5.5-6,Petah Tikva,2023,1,Center,38,3937.2
1-2,Petah Tikva,2023,2,Center,21,1300.8
2.5-3,Petah Tikva,2023,2,Center,133,1895.9
3.5-4,Petah Tikva,2023,2,Center,142,2371.4
4.5-5,Petah Tikva,2023,2,Center,87,2990.3
5.5-6,Petah Tikva,2023,2,Center,33,3945.1
1-2,Petah Tikva,2023,3,Center,19,1452.5
2.5-3,Petah Tikva,2023,3,Center,161,1806.8
3.5-4,Petah Tikva,2023,3,Center,176,2310.7
4.5-5,Petah Tikva,2023,3,Center,125,3105.4
5.5-6,Petah Tikva,2023,3,Center,33,3666.7
1-2,Petah Tikva,2023,4,Center,22,1206
2.5-3,Petah Tikva,2023,4,Center,98,1920.3
3.5-4,Petah Tikva,2023,4,Center,108,2406.9
4.5-5,Petah Tikva,2023,4,Center,91,3086.7
5.5-6,Petah Tikva,2023,4,Center,32,3959.8
1-2,Rehovot,2019,1,Center,9,991.1
2.5-3,Rehovot,2019,1,Center,93,1321.2
3.5-4,Rehovot,2019,1,Center,129,1688
4.5-5,Rehovot,2019,1,Center,107,2140.8
5.5-6,Rehovot,2019,1,Center,11,2860.3
1-2,Rehovot,2019,2,Center,11,877
2.5-3,Rehovot,2019,2,Center,93,1304.2
3.5-4,Rehovot,2019,2,Center,139,1672.8
4.5-5,Rehovot,2019,2,Center,119,2149.3
5.5-6,Rehovot,2019,2,Center,19,2506.7
1-2,Rehovot,2019,3,Center,8,1071.3
2.5-3,Rehovot,2019,3,Center,85,1295.4
3.5-4,Rehovot,2019,3,Center,162,1702.5
4.5-5,Rehovot,2019,3,Center,119,2064.7
5.5-6,Rehovot,2019,3,Center,12,2663.8
1-2,Rehovot,2019,4,Center,7,927.9
2.5-3,Rehovot,2019,4,Center,98,1367.3
3.5-4,Rehovot,2019,4,Center,138,1705.6
4.5-5,Rehovot,2019,4,Center,92,2067.8
5.5-6,Rehovot,2019,4,Center,15,2323.9
1-2,Rehovot,2020,1,Center,7,1227.1
2.5-3,Rehovot,2020,1,Center,94,1393.4
3.5-4,Rehovot,2020,1,Center,138,1702.3
4.5-5,Rehovot,2020,1,Center,107,2177.5
5.5-6,Rehovot,2020,1,Center,17,2642
1-2,Rehovot,2020,2,Center,0,-
2.5-3,Rehovot,2020,2,Center,67,1390.1
3.5-4,Rehovot,2020,2,Center,93,1760.3
4.5-5,Rehovot,2020,2,Center,62,2162
5.5-6,Rehovot,2020,2,Center,17,2725
1-2,Rehovot,2020,3,Center,12,1063.8
2.5-3,Rehovot,2020,3,Center,66,1420.4
3.5-4,Rehovot,2020,3,Center,136,1759.4
4.5-5,Rehovot,2020,3,Center,111,2177.7
5.5-6,Rehovot,2020,3,Center,21,3048.5
1-2,Rehovot,2020,4,Center,3,-
2.5-3,Rehovot,2020,4,Center,73,1400.6
3.5-4,Rehovot,2020,4,Center,121,1788.2
4.5-5,Rehovot,2020,4,Center,89,2317.6
5.5-6,Rehovot,2020,4,Center,17,2929.7
1-2,Rehovot,2021,1,Center,6,1007.5
2.5-3,Rehovot,2021,1,Center,111,1411.1
3.5-4,Rehovot,2021,1,Center,168,1799.9
4.5-5,Rehovot,2021,1,Center,124,2196.1
5.5-6,Rehovot,2021,1,Center,19,3241.8
1-2,Rehovot,2021,2,Center,5,-
2.5-3,Rehovot,2021,2,Center,130,1372
3.5-4,Rehovot,2021,2,Center,172,1880.3
4.5-5,Rehovot,2021,2,Center,119,2398.7
5.5-6,Rehovot,2021,2,Center,14,3265.4
1-2,Rehovot,2021,3,Center,6,1011.7
2.5-3,Rehovot,2021,3,Center,113,1436.9
3.5-4,Rehovot,2021,3,Center,149,1909.6
4.5-5,Rehovot,2021,3,Center,99,2437.2
5.5-6,Rehovot,2021,3,Center,21,3396.9
1-2,Rehovot,2021,4,Center,12,1133.1
2.5-3,Rehovot,2021,4,Center,138,1532
3.5-4,Rehovot,2021,4,Center,190,1952.7
4.5-5,Rehovot,2021,4,Center,142,2533.8
5.5-6,Rehovot,2021,4,Center,22,3277.6
1-2,Rehovot,2022,1,Center,13,1115.8
2.5-3,Rehovot,2022,1,Center,132,1612.7
3.5-4,Rehovot,2022,1,Center,186,2126.8
4.5-5,Rehovot,2022,1,Center,120,2649
5.5-6,Rehovot,2022,1,Center,15,3616
1-2,Rehovot,2022,2,Center,10,1217.7
2.5-3,Rehovot,2022,2,Center,94,1736.6
3.5-4,Rehovot,2022,2,Center,135,2213.8
4.5-5,Rehovot,2022,2,Center,105,2813.7
5.5-6,Rehovot,2022,2,Center,10,3616
1-2,Rehovot,2022,3,Center,2,-
2.5-3,Rehovot,2022,3,Center,73,1737.5
3.5-4,Rehovot,2022,3,Center,109,2267.3
4.5-5,Rehovot,2022,3,Center,76,2949.3
5.5-6,Rehovot,2022,3,Center,9,3384.6
1-2,Rehovot,2022,4,Center,8,1265
2.5-3,Rehovot,2022,4,Center,64,1778
3.5-4,Rehovot,2022,4,Center,71,2223.9
4.5-5,Rehovot,2022,4,Center,61,3155.4
5.5-6,Rehovot,2022,4,Center,6,3550
1-2,Rehovot,2023,1,Center,5,-
2.5-3,Rehovot,2023,1,Center,64,1865.8
3.5-4,Rehovot,2023,1,Center,84,2357.7
4.5-5,Rehovot,2023,1,Center,70,3025.8
5.5-6,Rehovot,2023,1,Center,15,4316.2
1-2,Rehovot,2023,2,Center,3,-
2.5-3,Rehovot,2023,2,Center,49,1733.3
3.5-4,Rehovot,2023,2,Center,73,2407
4.5-5,Rehovot,2023,2,Center,49,3084.6
5.5-6,Rehovot,2023,2,Center,2,-
1-2,Rehovot,2023,3,Center,5,-
2.5-3,Rehovot,2023,3,Center,61,1853.9
3.5-4,Rehovot,2023,3,Center,87,2325.9
4.5-5,Rehovot,2023,3,Center,46,3034.1
5.5-6,Rehovot,2023,3,Center,7,3621.1
1-2,Rehovot,2023,4,Center,6,895.8
2.5-3,Rehovot,2023,4,Center,63,1864.8
3.5-4,Rehovot,2023,4,Center,84,2363.5
4.5-5,Rehovot,2023,4,Center,35,3173
5.5-6,Rehovot,2023,4,Center,9,3799.2
1-2,Rishon LeTsiyon,2019,1,Center,17,977
2.5-3,Rishon LeTsiyon,2019,1,Center,201,1332.4
3.5-4,Rishon LeTsiyon,2019,1,Center,266,1730.7
4.5-5,Rishon LeTsiyon,2019,1,Center,189,2157.3
5.5-6,Rishon LeTsiyon,2019,1,Center,24,2999.4
1-2,Rishon LeTsiyon,2019,2,Center,24,1030.1
2.5-3,Rishon LeTsiyon,2019,2,Center,285,1197.1
3.5-4,Rishon LeTsiyon,2019,2,Center,229,1763.6
4.5-5,Rishon LeTsiyon,2019,2,Center,258,1997.3
5.5-6,Rishon LeTsiyon,2019,2,Center,22,2942
1-2,Rishon LeTsiyon,2019,3,Center,24,1069
2.5-3,Rishon LeTsiyon,2019,3,Center,338,1207.3
3.5-4,Rishon LeTsiyon,2019,3,Center,249,1723
4.5-5,Rishon LeTsiyon,2019,3,Center,406,1899.5
5.5-6,Rishon LeTsiyon,2019,3,Center,30,2953.9
1-2,Rishon LeTsiyon,2019,4,Center,4,-
2.5-3,Rishon LeTsiyon,2019,4,Center,209,1281.9
3.5-4,Rishon LeTsiyon,2019,4,Center,235,1754.8
4.5-5,Rishon LeTsiyon,2019,4,Center,256,2096.4
5.5-6,Rishon LeTsiyon,2019,4,Center,38,2603.8
1-2,Rishon LeTsiyon,2020,1,Center,16,977.9
2.5-3,Rishon LeTsiyon,2020,1,Center,173,1326.8
3.5-4,Rishon LeTsiyon,2020,1,Center,232,1789.6
4.5-5,Rishon LeTsiyon,2020,1,Center,200,2324.4
5.5-6,Rishon LeTsiyon,2020,1,Center,44,2236.6
1-2,Rishon LeTsiyon,2020,2,Center,7,1173.6
2.5-3,Rishon LeTsiyon,2020,2,Center,170,1271.1
3.5-4,Rishon LeTsiyon,2020,2,Center,209,1714.3
4.5-5,Rishon LeTsiyon,2020,2,Center,157,2077.5
5.5-6,Rishon LeTsiyon,2020,2,Center,37,2318
1-2,Rishon LeTsiyon,2020,3,Center,13,1104
2.5-3,Rishon LeTsiyon,2020,3,Center,207,1370.5
3.5-4,Rishon LeTsiyon,2020,3,Center,239,1827.2
4.5-5,Rishon LeTsiyon,2020,3,Center,196,2314.6
5.5-6,Rishon LeTsiyon,2020,3,Center,70,2406
1-2,Rishon LeTsiyon,2020,4,Center,17,1165.7
2.5-3,Rishon LeTsiyon,2020,4,Center,143,1509.7
3.5-4,Rishon LeTsiyon,2020,4,Center,163,1895.9
4.5-5,Rishon LeTsiyon,2020,4,Center,125,2608.1
5.5-6,Rishon LeTsiyon,2020,4,Center,48,2583.5
1-2,Rishon LeTsiyon,2021,1,Center,20,1077.9
2.5-3,Rishon LeTsiyon,2021,1,Center,186,1509.6
3.5-4,Rishon LeTsiyon,2021,1,Center,246,1930.5
4.5-5,Rishon LeTsiyon,2021,1,Center,168,2654.2
5.5-6,Rishon LeTsiyon,2021,1,Center,53,2846.7
1-2,Rishon LeTsiyon,2021,2,Center,19,1273.3
2.5-3,Rishon LeTsiyon,2021,2,Center,244,1513.7
3.5-4,Rishon LeTsiyon,2021,2,Center,256,1945.3
4.5-5,Rishon LeTsiyon,2021,2,Center,135,2665.1
5.5-6,Rishon LeTsiyon,2021,2,Center,45,3027.1
1-2,Rishon LeTsiyon,2021,3,Center,13,1431
2.5-3,Rishon LeTsiyon,2021,3,Center,184,1581.1
3.5-4,Rishon LeTsiyon,2021,3,Center,215,1977.6
4.5-5,Rishon LeTsiyon,2021,3,Center,118,2675.2
5.5-6,Rishon LeTsiyon,2021,3,Center,49,2848.8
1-2,Rishon LeTsiyon,2021,4,Center,17,1129.5
2.5-3,Rishon LeTsiyon,2021,4,Center,273,1494.5
3.5-4,Rishon LeTsiyon,2021,4,Center,300,2083.9
4.5-5,Rishon LeTsiyon,2021,4,Center,196,2864.4
5.5-6,Rishon LeTsiyon,2021,4,Center,119,2441.7
1-2,Rishon LeTsiyon,2022,1,Center,19,1074
2.5-3,Rishon LeTsiyon,2022,1,Center,263,1487.7
3.5-4,Rishon LeTsiyon,2022,1,Center,291,2081.8
4.5-5,Rishon LeTsiyon,2022,1,Center,276,2484.1
5.5-6,Rishon LeTsiyon,2022,1,Center,131,2559
1-2,Rishon LeTsiyon,2022,2,Center,21,1530
2.5-3,Rishon LeTsiyon,2022,2,Center,211,1633.9
3.5-4,Rishon LeTsiyon,2022,2,Center,234,2262.4
4.5-5,Rishon LeTsiyon,2022,2,Center,218,2451.7
5.5-6,Rishon LeTsiyon,2022,2,Center,65,2506
1-2,Rishon LeTsiyon,2022,3,Center,14,1610.4
2.5-3,Rishon LeTsiyon,2022,3,Center,140,1770.5
3.5-4,Rishon LeTsiyon,2022,3,Center,194,2171
4.5-5,Rishon LeTsiyon,2022,3,Center,145,3019.1
5.5-6,Rishon LeTsiyon,2022,3,Center,21,3011.7
1-2,Rishon LeTsiyon,2022,4,Center,6,1295.3
2.5-3,Rishon LeTsiyon,2022,4,Center,93,1907.1
3.5-4,Rishon LeTsiyon,2022,4,Center,113,2417.4
4.5-5,Rishon LeTsiyon,2022,4,Center,106,3308.6
5.5-6,Rishon LeTsiyon,2022,4,Center,25,4251
1-2,Rishon LeTsiyon,2023,1,Center,12,1515
2.5-3,Rishon LeTsiyon,2023,1,Center,97,1868.3
3.5-4,Rishon LeTsiyon,2023,1,Center,110,2348.9
4.5-5,Rishon LeTsiyon,2023,1,Center,62,3187.3
5.5-6,Rishon LeTsiyon,2023,1,Center,16,3955.1
1-2,Rishon LeTsiyon,2023,2,Center,9,1288.2
2.5-3,Rishon LeTsiyon,2023,2,Center,76,1859.4
3.5-4,Rishon LeTsiyon,2023,2,Center,101,2326.2
4.5-5,Rishon LeTsiyon,2023,2,Center,66,3364
5.5-6,Rishon LeTsiyon,2023,2,Center,15,4159.5
1-2,Rishon LeTsiyon,2023,3,Center,9,1373.7
2.5-3,Rishon LeTsiyon,2023,3,Center,99,1817.2
3.5-4,Rishon LeTsiyon,2023,3,Center,121,2285.7
4.5-5,Rishon LeTsiyon,2023,3,Center,52,3116.6
5.5-6,Rishon LeTsiyon,2023,3,Center,8,3669
1-2,Rishon LeTsiyon,2023,4,Center,9,1513.3
2.5-3,Rishon LeTsiyon,2023,4,Center,53,1856.1
3.5-4,Rishon LeTsiyon,2023,4,Center,73,2311.2
4.5-5,Rishon LeTsiyon,2023,4,Center,30,3180.2
5.5-6,Rishon LeTsiyon,2023,4,Center,7,4185.7
1-2,Ramat Gan,2019,1,Center,77,1423.1
2.5-3,Ramat Gan,2019,1,Center,162,1705.4
3.5-4,Ramat Gan,2019,1,Center,144,2194.7
4.5-5,Ramat Gan,2019,1,Center,72,2532.5
5.5-6,Ramat Gan,2019,1,Center,8,3716.1
1-2,Ramat Gan,2019,2,Center,84,1417.4
2.5-3,Ramat Gan,2019,2,Center,154,1753.1
3.5-4,Ramat Gan,2019,2,Center,161,2286.2
4.5-5,Ramat Gan,2019,2,Center,85,2748.3
5.5-6,Ramat Gan,2019,2,Center,8,3080.9
1-2,Ramat Gan,2019,3,Center,73,1393.5
2.5-3,Ramat Gan,2019,3,Center,181,1812.2
3.5-4,Ramat Gan,2019,3,Center,172,2314.6
4.5-5,Ramat Gan,2019,3,Center,97,2938.5
5.5-6,Ramat Gan,2019,3,Center,7,3393.6
1-2,Ramat Gan,2019,4,Center,72,1341.8
2.5-3,Ramat Gan,2019,4,Center,241,1594.6
3.5-4,Ramat Gan,2019,4,Center,192,2251
4.5-5,Ramat Gan,2019,4,Center,248,2355.5
5.5-6,Ramat Gan,2019,4,Center,5,-
1-2,Ramat Gan,2020,1,Center,80,1465.8
2.5-3,Ramat Gan,2020,1,Center,184,1814.3
3.5-4,Ramat Gan,2020,1,Center,219,2352
4.5-5,Ramat Gan,2020,1,Center,91,2810
5.5-6,Ramat Gan,2020,1,Center,12,3146.9
1-2,Ramat Gan,2020,2,Center,44,1458.6
2.5-3,Ramat Gan,2020,2,Center,113,1839
3.5-4,Ramat Gan,2020,2,Center,129,2346.6
4.5-5,Ramat Gan,2020,2,Center,62,2904.2
5.5-6,Ramat Gan,2020,2,Center,3,-
1-2,Ramat Gan,2020,3,Center,49,1214.6
2.5-3,Ramat Gan,2020,3,Center,160,1798
3.5-4,Ramat Gan,2020,3,Center,169,2342.2
4.5-5,Ramat Gan,2020,3,Center,64,2867.8
5.5-6,Ramat Gan,2020,3,Center,6,3560
1-2,Ramat Gan,2020,4,Center,73,1448.5
2.5-3,Ramat Gan,2020,4,Center,257,2131
3.5-4,Ramat Gan,2020,4,Center,209,2688.8
4.5-5,Ramat Gan,2020,4,Center,86,3182.5
5.5-6,Ramat Gan,2020,4,Center,8,3635.6
1-2,Ramat Gan,2021,1,Center,87,1438
2.5-3,Ramat Gan,2021,1,Center,221,2018.7
3.5-4,Ramat Gan,2021,1,Center,231,2512.3
4.5-5,Ramat Gan,2021,1,Center,87,3010.7
5.5-6,Ramat Gan,2021,1,Center,12,3496.7
1-2,Ramat Gan,2021,2,Center,77,1564.8
2.5-3,Ramat Gan,2021,2,Center,236,1974.5
3.5-4,Ramat Gan,2021,2,Center,207,2405.7
4.5-5,Ramat Gan,2021,2,Center,101,3064.3
5.5-6,Ramat Gan,2021,2,Center,9,4342.8
1-2,Ramat Gan,2021,3,Center,82,1505.8
2.5-3,Ramat Gan,2021,3,Center,179,2106.7
3.5-4,Ramat Gan,2021,3,Center,214,2563.5
4.5-5,Ramat Gan,2021,3,Center,89,3680.6
5.5-6,Ramat Gan,2021,3,Center,4,-
1-2,Ramat Gan,2021,4,Center,116,1614
2.5-3,Ramat Gan,2021,4,Center,267,2192.5
3.5-4,Ramat Gan,2021,4,Center,248,2769.6
4.5-5,Ramat Gan,2021,4,Center,103,3508.1
5.5-6,Ramat Gan,2021,4,Center,2,-
1-2,Ramat Gan,2022,1,Center,80,1711.1
2.5-3,Ramat Gan,2022,1,Center,244,2075.6
3.5-4,Ramat Gan,2022,1,Center,217,2794
4.5-5,Ramat Gan,2022,1,Center,187,3204.9
5.5-6,Ramat Gan,2022,1,Center,62,2811.1
1-2,Ramat Gan,2022,2,Center,82,1727
2.5-3,Ramat Gan,2022,2,Center,196,2067.5
3.5-4,Ramat Gan,2022,2,Center,268,2911
4.5-5,Ramat Gan,2022,2,Center,157,3081.6
5.5-6,Ramat Gan,2022,2,Center,43,2936.3
1-2,Ramat Gan,2022,3,Center,87,1911
2.5-3,Ramat Gan,2022,3,Center,139,2302.1
3.5-4,Ramat Gan,2022,3,Center,139,3091.7
4.5-5,Ramat Gan,2022,3,Center,71,4119
5.5-6,Ramat Gan,2022,3,Center,7,2720.7
1-2,Ramat Gan,2022,4,Center,58,2016.2
